word,sentence,pair,re-sentence
right,"All right Mike, let's get this over with. Sudden death. Whoever wins this point, wins.",correct,"All correct Mike, let's get this over with. Sudden death. Whoever wins this point, wins."
end,"Hum, so, I started to say you something earlier, hum...  There was another reason I realized it was time to end it with Joey. I kind of realized I... was starting to have feelings... for someone else.",conclude,"Hum, so, I started to say you something earlier, hum... There was another reason I realized it was time to conclude it with Joey. I kind of realized I... was starting to have feelings... for someone else."
ask, Oh. Can I... can I ask who?,inquire,Oh. Can I... can I inquire who?
grab,"Well, okay, Mike's taking a shower, which by the   way there's  no law against. And then we're gonna grab some food, so if you   want...",seize,"Well, okay, Mike's taking a shower, which by the way there's no law against. And then we're gonna seize some food, so if you want..."
ask,"God, you're amazing... I didn't even have to ask you   to call me that.",inquire,"God, you're amazing... I didn't even have to inquire you to call me that."
free,"You gotta hear this, it's great... It's like free   porn! ",liberate,"You gotta hear this, it's great... It's like liberate porn!"
ask,And you know I wanted to ask Charlie out since the   day I met her.,inquire,And you know I wanted to inquire Charlie out since the day I met her.
hard," Oh, I know... I know it's been   really hard for you.",difficult,"Oh, I know... I know it's been really difficult for you."
angry,"Anyway, one thing lead to another, and... oh... before   you know it, we were kissing. I mean, how angry do you think Joey is gonna   be?",furious,"Anyway, one thing lead to another, and... oh... before you know it, we were kissing. I mean, how furious do you think Joey is gonna be?"
lead,"Anyway, one thing lead to another, and... oh... before   you know it, we were kissing. I mean, how angry do you think Joey is gonna   be?",guide,"Anyway, one thing guide to another, and... oh... before you know it, we were kissing. I mean, how angry do you think Joey is gonna be?"
find,"You know, I gotta go find him. He's gotta be here someplace.",locate,"You know, I gotta go locate him. He's gotta be here someplace."
entire,How... wha... Hey! What are you... What is this?   Have you guys been listening this entire time?,whole,How... wha... Hey! What are you... What is this? Have you guys been listening this whole time?
guess,"Ah, what is this? Well, lets see, we kissed for ten   minutes and now we're talking to our friends about it, so I guess this is sixth   grade!",estimate,"Ah, what is this? Well, lets see, we kissed for ten minutes and now we're talking to our friends about it, so I estimate this is sixth grade!"
guess,"Ah, what is this? Well, lets see, we kissed for ten   minutes and now we're talking to our friends about it, so I guess this is sixth   grade!",speculate,"Ah, what is this? Well, lets see, we kissed for ten minutes and now we're talking to our friends about it, so I speculate this is sixth grade!"
complicated,Oh no... Have you thought about it how complicated   this could get? What about Ross?,complex,Oh no... Have you thought about it how complex this could get? What about Ross?
find,"Uh, no... no. I couldn't find him. I'm just gonna talk   to him on the plane.",locate,"Uh, no... no. I couldn't locate him. I'm just gonna talk to him on the plane."
whole,"Oh, I uh, I mean, I... dude, I spent the whole conference   with Charlie.",entire,"Oh, I uh, I mean, I... dude, I spent the entire conference with Charlie."
free,"Uhm... You know, once we're in the air and the captain   turns off the seatbelt sign... you feel free to roam about my cabin...",liberate,"Uhm... You know, once we're in the air and the captain turns off the seatbelt sign... you feel liberate to roam about my cabin..."
careful,"You should be careful when checking your overhead bins,   'cause items may shift during...",cautious,"You should be cautious when checking your overhead bins, 'cause items may shift during..."
right,"Right, I'm gonna go talk to Joey. I think this is the   right time. He's always in a good mood after the flight attendant says ""duty   free"".",correct,"Right, I'm gonna go talk to Joey. I think this is the correct time. He's always in a good mood after the flight attendant says ""duty free""."
guess,I guess so. I'm just... really nervous.,estimate,I estimate so. I'm just... really nervous.
guess,I guess so. I'm just... really nervous.,speculate,I speculate so. I'm just... really nervous.
right,"Ooh hey, Emma, daddy has some presents for you okay?   Okay? I want you to wait right here. Come here sweetie.",correct,"Ooh hey, Emma, daddy has some presents for you okay? Okay? I want you to wait correct here. Come here sweetie."
right,"Okay, bye. Alright, so Mike's on his way over. See,   you thought you guys were meeting here, and he thought you were meeting at   the restaurant, so you know... Doesn't really matter who's right or wrong.   Point is... I'm gonna take off.",correct,"Okay, bye. Alright, so Mike's on his way over. See, you thought you guys were meeting here, and he thought you were meeting at the restaurant, so you know... Doesn't really matter who's correct or wrong. Point is... I'm gonna take off."
intelligent,"Look, Precious... Mike's not worth this.   You're an attractive, intelligent woman and let's face it, Mike's kind of a   wang. I mean, he proposed to me while he was still seeing you... He was gonna   break-up with you on your birthday? And, I don't like to kiss-and-tell,   but he cheated on you a lot this weekend.",clever,"Look, Precious... Mike's not worth this. You're an attractive, clever woman and let's face it, Mike's kind of a wang. I mean, he proposed to me while he was still seeing you... He was gonna break-up with you on your birthday? And, I don't like to kiss-and-tell, but he cheated on you a lot this weekend."
guess, I guess so...,estimate,I estimate so...
guess, I guess so...,speculate,I speculate so...
guess,"Well, I tried, but then he had a shampoo related   emergency. So I guess now it's your turn again.",estimate,"Well, I tried, but then he had a shampoo related emergency. So I estimate now it's your turn again."
guess,"Well, I tried, but then he had a shampoo related   emergency. So I guess now it's your turn again.",speculate,"Well, I tried, but then he had a shampoo related emergency. So I speculate now it's your turn again."
control,"I know, I know..., but that's okay. I mean, we can   control ourselves, we're not animals.",command,"I know, I know..., but that's okay. I mean, we can command ourselves, we're not animals."
guess,"No! Of course we can wait. Alright, so I guess that   means good night then?",estimate,"No! Of course we can wait. Alright, so I estimate that means good night then?"
guess,"No! Of course we can wait. Alright, so I guess that   means good night then?",speculate,"No! Of course we can wait. Alright, so I speculate that means good night then?"
terrible,"We feel so terrible about this, Ross.",awful,"We feel so awful about this, Ross."
close,Ross?  Can we just close the door?,near,Ross? Can we just near the door?
right,"Ross, this is not how we wanted you to find out about this.  You have every right to go nuts.",correct,"Ross, this is not how we wanted you to find out about this. You have every correct to go nuts."
find,"Ross, this is not how we wanted you to find out about this.  You have every right to go nuts.",locate,"Ross, this is not how we wanted you to locate out about this. You have every right to go nuts."
different,"Oh, they're brochures from different adoption agencies.",distinct,"Oh, they're brochures from distinct adoption agencies."
hard,"Well, if you're having a hard time, you should talk to my   friends, Bill and Colleen. They adopted a kid. I'm sure they'd help   you.",difficult,"Well, if you're having a difficult time, you should talk to my friends, Bill and Colleen. They adopted a kid. I'm sure they'd help you."
protect,"You just don't know how hard it is, Phoebe. There's just so   many of them. You know, two I can handle. Two's great. You just hold   one in each hand, but what do I do when the third one runs at me with   his bike helmet on. I've got no more hands to protect my area! There's   three of them, Phoebe, three!",defend,"You just don't know how hard it is, Phoebe. There's just so many of them. You know, two I can handle. Two's great. You just hold one in each hand, but what do I do when the third one runs at me with his bike helmet on. I've got no more hands to defend my area! There's three of them, Phoebe, three!"
hard,"You just don't know how hard it is, Phoebe. There's just so   many of them. You know, two I can handle. Two's great. You just hold   one in each hand, but what do I do when the third one runs at me with   his bike helmet on. I've got no more hands to protect my area! There's   three of them, Phoebe, three!",difficult,"You just don't know how difficult it is, Phoebe. There's just so many of them. You know, two I can handle. Two's great. You just hold one in each hand, but what do I do when the third one runs at me with his bike helmet on. I've got no more hands to protect my area! There's three of them, Phoebe, three!"
separate,What?! You can't separate them! That's terrible. Which one?,divide,What?! You can't divide them! That's terrible. Which one?
great,Thank you so much for seeing us. Phoebe has told us such great   things about you guys.,grand,Thank you so much for seeing us. Phoebe has told us such grand things about you guys.
great,"We make a great foursome. We should do more stuff together. Ooh!   Let's take a trip. Okay, where do you think we - we can go?",grand,"We make a grand foursome. We should do more stuff together. Ooh! Let's take a trip. Okay, where do you think we - we can go?"
big,"Oh, no, no, you can't have Chandler, no. No, no. She's my   little genius. I got big hopes for her. She's gonna be a doctor or a   realtor..",large,"Oh, no, no, you can't have Chandler, no. No, no. She's my little genius. I got large hopes for her. She's gonna be a doctor or a realtor.."
whole,"Well, that's not good. But you know, I can move some stuff   around, and I'll be there. You and Alice just take the whole day   together.",entire,"Well, that's not good. But you know, I can move some stuff around, and I'll be there. You and Alice just take the entire day together."
chance,"I didn't get to the bathroom. I bumped into Owen on the way,   and he didn't know he was adopted. And there's a slight chance I may   have told him.",opportunity,"I didn't get to the bathroom. I bumped into Owen on the way, and he didn't know he was adopted. And there's a slight opportunity I may have told him."
find,"O is for ""oh, wow!"" The V is for this very surprising turn   of   events, which I'm still fine with by the way. E is for how extremely   normal I find it. That you two are together. And now one day you might   get married and have children of your own.",locate,"O is for ""oh, wow!"" The V is for this very surprising turn of events, which I'm still fine with by the way. E is for how extremely normal I locate it. That you two are together. And now one day you might get married and have children of your own."
fine,"O is for ""oh, wow!"" The V is for this very surprising turn   of   events, which I'm still fine with by the way. E is for how extremely   normal I find it. That you two are together. And now one day you might   get married and have children of your own.",exquisite,"O is for ""oh, wow!"" The V is for this very surprising turn of events, which I'm still exquisite with by the way. E is for how extremely normal I find it. That you two are together. And now one day you might get married and have children of your own."
guess,"Okay, I guess it's just flan for three! Hey, hey, that rhymed!",estimate,"Okay, I estimate it's just flan for three! Hey, hey, that rhymed!"
guess,"Okay, I guess it's just flan for three! Hey, hey, that rhymed!",speculate,"Okay, I speculate it's just flan for three! Hey, hey, that rhymed!"
ask,"This is crazy. I mean, six years? And because of me you guys   aren't gonna be together? Can I ask you something? Really, what is   this thing with you and Rachel?",inquire,"This is crazy. I mean, six years? And because of me you guys aren't gonna be together? Can I inquire you something? Really, what is this thing with you and Rachel?"
find,"Still, he had to find out sometime.",locate,"Still, he had to locate out sometime."
fear,What must it be like not to be crippled by fear   and self-loathing.,dread,What must it be like not to be crippled by dread and self-loathing.
fake,"She's this girl who used to live   in the building before you did. Then she moved to England and she picked up   this fake British accent. On the machine this is her message.  ""Monica, darling! It's Amanda calling!""",counterfeit,"She's this girl who used to live in the building before you did. Then she moved to England and she picked up this counterfeit British accent. On the machine this is her message. ""Monica, darling! It's Amanda calling!"""
famous,"I know, and she's always bragging   about all the famous people she's met.",renowned,"I know, and she's always bragging about all the renowned people she's met."
guess,"Oh, I guess we could try that, but...   it seems so harsh!  Have you ever done that?",estimate,"Oh, I estimate we could try that, but... it seems so harsh! Have you ever done that?"
guess,"Oh, I guess we could try that, but...   it seems so harsh!  Have you ever done that?",speculate,"Oh, I speculate we could try that, but... it seems so harsh! Have you ever done that?"
close,"You've got to face the red light.   When the red light goes on the spraying is about to start so close your eyes.   When the spraying stops, count to five. Pat yourself down to avoid drip marks   then turn around so we can get your back. Got it?",near,"You've got to face the red light. When the red light goes on the spraying is about to start so near your eyes. When the spraying stops, count to five. Pat yourself down to avoid drip marks then turn around so we can get your back. Got it?"
dark,"So, how dark is it   gonna get?",dim,"So, how dim is it gonna get?"
guess,"I thought you paid.  Ha, guess we wont be going back there!",estimate,"I thought you paid. Ha, estimate we wont be going back there!"
guess,"I thought you paid.  Ha, guess we wont be going back there!",speculate,"I thought you paid. Ha, speculate we wont be going back there!"
right,"Hang on, shes right here.  Someone's on the phone, for ya.",correct,"Hang on, shes correct here. Someone's on the phone, for ya."
few," Oh good. Good, look   I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan.   Chandler agreed to call here in a few minutes with an emergency.",several,"Oh good. Good, look I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan. Chandler agreed to call here in a several minutes with an emergency."
accident,"Ooh, that accident must have been terrible. You look   positively ghastly.",mishap,"Ooh, that mishap must have been terrible. You look positively ghastly."
right,"It was right after we were living together and you   were driving me crazy, okay? You were really controlling and compulsive and   shrill.",correct,"It was correct after we were living together and you were driving me crazy, okay? You were really controlling and compulsive and shrill."
glad,"Yeah, you are. And I'm so glad that you fought your   way back in, because I don't know what I would do without you.",pleased,"Yeah, you are. And I'm so pleased that you fought your way back in, because I don't know what I would do without you."
guess,"Yeah, I guess you're right.",estimate,"Yeah, I estimate you're right."
guess,"Yeah, I guess you're right.",speculate,"Yeah, I speculate you're right."
explain,"Now, let me explain how this works. You go into the   booth, and...",clarify,"Now, let me clarify how this works. You go into the booth, and..."
right,"I'm gonna stop you right there, Glenda. Okay? Does   it look like this is my first time, huh? Now I want 4 two's... and I want them   all on my back.",correct,"I'm gonna stop you correct there, Glenda. Okay? Does it look like this is my first time, huh? Now I want 4 two's... and I want them all on my back."
fake,"That fake British woman is a real bitch, but she   sure can dance... Hey!",counterfeit,"That counterfeit British woman is a real bitch, but she sure can dance... Hey!"
ask,"Hi! Hey, listen, can we ask you a question? When   you and Monica first hooked up, was it weird going from friends to... more   than that?",inquire,"Hi! Hey, listen, can we inquire you a question? When you and Monica first hooked up, was it weird going from friends to... more than that?"
whole,"Actually, no. No, it felt right. You know, it felt   like uhm... I can't believe we haven't been doing this the whole time.",entire,"Actually, no. No, it felt right. You know, it felt like uhm... I can't believe we haven't been doing this the entire time."
continue,"I can tell from your expressions that that's the   good news you were hoping for... Well, I'm gonna go continue to... spread the   joy.",proceed,"I can tell from your expressions that that's the good news you were hoping for... Well, I'm gonna go proceed to... spread the joy."
difficult,"Yeah, yeah... Absolutely. I mean, just because something's   difficult doesn't mean that you quit.",hard,"Yeah, yeah... Absolutely. I mean, just because something's hard doesn't mean that you quit."
guess,I guess they weren't as good friends as we are.,estimate,I estimate they weren't as good friends as we are.
guess,I guess they weren't as good friends as we are.,speculate,I speculate they weren't as good friends as we are.
delay,"Yeah, we want everyone to be there. As much as I hate to delay your doing weird sex stuff to my little sister.",postpone,"Yeah, we want everyone to be there. As much as I hate to postpone your doing weird sex stuff to my little sister."
big,"And I mean, you know, you guys... This is a big deal. I mean, how can we have her first birthday party without her aunt and her uncle!",large,"And I mean, you know, you guys... This is a large deal. I mean, how can we have her first birthday party without her aunt and her uncle!"
end,"Fine, but if we end up not doing this Maxim thing because of this party...",conclude,"Fine, but if we conclude up not doing this Maxim thing because of this party..."
find,"You know Pheebs, when I was little, on my birthday, my daddy would hide a present in every room of the house, and then he would draw a treasure map to help me find 'em all.",locate,"You know Pheebs, when I was little, on my birthday, my daddy would hide a present in every room of the house, and then he would draw a treasure map to help me locate 'em all."
present,"You know Pheebs, when I was little, on my birthday, my daddy would hide a present in every room of the house, and then he would draw a treasure map to help me find 'em all.",gift,"You know Pheebs, when I was little, on my birthday, my daddy would hide a gift in every room of the house, and then he would draw a treasure map to help me find 'em all."
buy,"Oooh, I love family traditions like that. When uhm... when Ursula and I were kids, on our birthday, our stepdad would sell his blood to buy us food!",purchase,"Oooh, I love family traditions like that. When uhm... when Ursula and I were kids, on our birthday, our stepdad would sell his blood to purchase us food!"
right,"Oh, just think... she's gonna be watching that video on a TV that hasn't even been invented yet! With friends who right now are just like babies! And they'll be living in a floating city that the humans built to escape the ant people!",correct,"Oh, just think... she's gonna be watching that video on a TV that hasn't even been invented yet! With friends who correct now are just like babies! And they'll be living in a floating city that the humans built to escape the ant people!"
funny,"Yeah, but for a one-year-old. What's the point... the other day she laughed for like an hour at a cup. Just a cup with a picture of Elmo on it dressed as a farmer. And he's standing next to this cow and the cow says ""El-moo""!  Yeah... that's a funny cup!",humorous,"Yeah, but for a one-year-old. What's the point... the other day she laughed for like an hour at a cup. Just a cup with a picture of Elmo on it dressed as a farmer. And he's standing next to this cow and the cow says ""El-moo""! Yeah... that's a humorous cup!"
big,"Look, I know that you guys really want to get to Vermont and this isn't a really big deal to you, but it really is to us, ok? Emma will never have a first birthday again.",large,"Look, I know that you guys really want to get to Vermont and this isn't a really large deal to you, but it really is to us, ok? Emma will never have a first birthday again."
glad,So glad you came!,pleased,So pleased you came!
present,"Oh man, this is great, uh? The three of us together again! You know what would be fun? If we gave this present to Emma from all of us!",gift,"Oh man, this is great, uh? The three of us together again! You know what would be fun? If we gave this gift to Emma from all of us!"
hard,I've got a plan. I've got a plan. I'm going to ram this platter really hard into your ribs. You're gonna scream out and that'll wake her up!,difficult,I've got a plan. I've got a plan. I'm going to ram this platter really difficult into your ribs. You're gonna scream out and that'll wake her up!
whole,"Hey, I do it every week with three cameras pointed at me and a whole crew waiting!",entire,"Hey, I do it every week with three cameras pointed at me and a entire crew waiting!"
gift,"Thats right, I've prepared a song for Emma. From my heart to hers. For theres no greater gift, than the gift of music.  Emma! Your name poses a dilemma. 'Cause not much else rhymes with Emma! Maybe the actor Richard Crenna, he played the commanding officer in Rambo. Happy birthday Emma!",present,"Thats right, I've prepared a song for Emma. From my heart to hers. For theres no greater gift, than the present of music. Emma! Your name poses a dilemma. 'Cause not much else rhymes with Emma! Maybe the actor Richard Crenna, he played the commanding officer in Rambo. Happy birthday Emma!"
different,"Well, anyway, they make these great novelty cakes, in all different shapes, and if you give them a photo, theyll copy it in icing!",distinct,"Well, anyway, they make these great novelty cakes, in all distinct shapes, and if you give them a photo, theyll copy it in icing!"
great,"Well, anyway, they make these great novelty cakes, in all different shapes, and if you give them a photo, theyll copy it in icing!",grand,"Well, anyway, they make these grand novelty cakes, in all different shapes, and if you give them a photo, theyll copy it in icing!"
chance,"Uh, Rach? Does this bakery by any chance also bake erotic cakes? Say for bachelorette parties?",opportunity,"Uh, Rach? Does this bakery by any opportunity also bake erotic cakes? Say for bachelorette parties?"
close,I am this close to tugging on my testicles again.,near,I am this near to tugging on my testicles again.
right,"No, no, this is not what I ordered. Ok? I went all the way to New Jersey so that I could have the perfect cake for my daughters birthday and I need a bunny cake, right now!",correct,"No, no, this is not what I ordered. Ok? I went all the way to New Jersey so that I could have the perfect cake for my daughters birthday and I need a bunny cake, correct now!"
right,Last winter I went up on a church lawn and drove right through a manger scene. The papers thought it was a hate crime.,correct,Last winter I went up on a church lawn and drove correct through a manger scene. The papers thought it was a hate crime.
great,"Hey, hey, hey, hey! I'm not gonna mess with Jack, he's a great man, he fought for our country.",grand,"Hey, hey, hey, hey! I'm not gonna mess with Jack, he's a grand man, he fought for our country."
right,"Yeah, and we've paid for a room, that we're supposed to be in right now!",correct,"Yeah, and we've paid for a room, that we're supposed to be in correct now!"
decide,No! no! Let's figure out a fair way to decide who's staying.,determine,No! no! Let's figure out a fair way to determine who's staying.
fix,"Hey, maybe I can fix that, you know. Try to turn it into something else. ",repair,"Hey, maybe I can repair that, you know. Try to turn it into something else."
whole,"Okay, if Ross and Rachel ask, I've been here the whole time. THE WHOLE TIME!",entire,"Okay, if Ross and Rachel ask, I've been here the entire time. THE WHOLE TIME!"
whole, I've been here the whole time!,entire,I've been here the entire time!
glad,I don't care that you left. I'm just glad that you're here. Thanks you guys!,pleased,I don't care that you left. I'm just pleased that you're here. Thanks you guys!
buy, N-no... uhm... did I buy a falafel from you yesterday?,purchase,N-no... uhm... did I purchase a falafel from you yesterday?
huge,"Well, I have huge news.",enormous,"Well, I have enormous news."
big," Oh, Monica and Chandler's recommendation. I want it to sound smart but.. I don't know any big words or anything, so...",large,"Oh, Monica and Chandler's recommendation. I want it to sound smart but.. I don't know any large words or anything, so..."
whole,"Watch.  Here, you ehm... You highlight the word you want to change.   Go under Tools and the Thesaurus generates... 'gives'... 'gives' a whole list of choices. You can pick the word that sounds smartest.",entire,"Watch. Here, you ehm... You highlight the word you want to change. Go under Tools and the Thesaurus generates... 'gives'... 'gives' a entire list of choices. You can pick the word that sounds smartest."
whole,"Oh my God, that's great! I'm smart!! No, no, I'm...  ""brainy, bright, clever"", I love this thing! Look out ladies, Joey Tribbiani's got the whole package!!",entire,"Oh my God, that's great! I'm smart!! No, no, I'm... ""brainy, bright, clever"", I love this thing! Look out ladies, Joey Tribbiani's got the entire package!!"
right,A-And it's on Fifth. And the elevator opens up right into the living room.,correct,A-And it's on Fifth. And the elevator opens up correct into the living room.
big,"Knicks fans, please turn your attention to the big screen on the score board. Someone has a special question to ask. ",large,"Knicks fans, please turn your attention to the large screen on the score board. Someone has a special question to ask."
big,"Oh, They are warm, nice, people with big hearts.",large,"Oh, They are warm, nice, people with large hearts."
big,"We were at the game, and this guy proposed to his girlfriend on the big screen thing...",large,"We were at the game, and this guy proposed to his girlfriend on the large screen thing..."
ask,"Yeah, I really do! Yes, but, after I dumped on the way he was gonna propose to me, I dont think hes ever gonna ask again! I mean, I said no in Barbados and now this!",inquire,"Yeah, I really do! Yes, but, after I dumped on the way he was gonna propose to me, I dont think hes ever gonna inquire again! I mean, I said no in Barbados and now this!"
big,"How about at a game, on the big screen?",large,"How about at a game, on the large screen?"
huge,"Ross, I am trying to help her become a better person. This is a huge breakthrough for her! She just offered to do something for another human being!!",enormous,"Ross, I am trying to help her become a better person. This is a enormous breakthrough for her! She just offered to do something for another human being!!"
present,"I'm fine! And, I got you a present for letting me stay with you. Ready?",gift,"I'm fine! And, I got you a gift for letting me stay with you. Ready?"
terrible,Because there are so many terrible sights in this world.,awful,Because there are so many awful sights in this world.
right,"I know, I know, and you were right Ross.    You are soo irresponsible   I am never letting you baby-sit ever again!",correct,"I know, I know, and you were correct Ross. You are soo irresponsible I am never letting you baby-sit ever again!"
big,"Knicks fans, please turn your attention to the big screen on the scoreboard. Someone has a special question to ask.",large,"Knicks fans, please turn your attention to the large screen on the scoreboard. Someone has a special question to ask."
great,"You didn't want me to marry the old guy with the great apartment. Then, I tried to help your daughter to de-emphasize her flaws  And suddenly I am the bad guy?",grand,"You didn't want me to marry the old guy with the grand apartment. Then, I tried to help your daughter to de-emphasize her flaws And suddenly I am the bad guy?"
whole,"But please, let's just forget the whole thing.",entire,"But please, let's just forget the entire thing."
decide," I would love it. Consider it forgotten... But just so you know... however and whenever you decide to propose, I promise I'll say yes. Whether... whether, you know, it is in a basketball game, or in sky writing, or you know, like some lame guy in a cheesy movie who hides it in the cake.",determine,"I would love it. Consider it forgotten... But just so you know... however and whenever you determine to propose, I promise I'll say yes. Whether... whether, you know, it is in a basketball game, or in sky writing, or you know, like some lame guy in a cheesy movie who hides it in the cake."
ask,"Phoebe, I love you. There's no-one else in the world I would ask to marry me... three times. But I wanna take care of you, have babies with you, and grow old with you... Phoebe Buffay, will you marry me?",inquire,"Phoebe, I love you. There's no-one else in the world I would inquire to marry me... three times. But I wanna take care of you, have babies with you, and grow old with you... Phoebe Buffay, will you marry me?"
grow,"Phoebe, I love you. There's no-one else in the world I would ask to marry me... three times. But I wanna take care of you, have babies with you, and grow old with you... Phoebe Buffay, will you marry me?",cultivate,"Phoebe, I love you. There's no-one else in the world I would ask to marry me... three times. But I wanna take care of you, have babies with you, and cultivate old with you... Phoebe Buffay, will you marry me?"
big,"Oh, then I'll tell you. My agency was bidding for   a big account and they got it! It's my first national commercial!",large,"Oh, then I'll tell you. My agency was bidding for a large account and they got it! It's my first national commercial!"
right,"Oh... I don't know, I really don't think you're right for the part.",correct,"Oh... I don't know, I really don't think you're correct for the part."
right,"First of all. Bravo. Uh, but I really don't think you're right for this. The part calls for a stuffy college professor.",correct,"First of all. Bravo. Uh, but I really don't think you're correct for this. The part calls for a stuffy college professor."
right,"Guess who's a finalist for a huge research   grant!  I'll give you a hint, he's looking right at you. ",correct,"Guess who's a finalist for a huge research grant! I'll give you a hint, he's looking correct at you."
huge,"Guess who's a finalist for a huge research   grant!  I'll give you a hint, he's looking right at you. ",enormous,"Guess who's a finalist for a enormous research grant! I'll give you a hint, he's looking right at you."
complete,"Well, ok, it's for 25 thousand dollars. And if I get it, I'll finally be able to complete my field research! And there will be  an article about me in the ""Paleontology Review""! Yeah! That'll be  the first time my name is in there, without people raising serious questions about my work!",finish,"Well, ok, it's for 25 thousand dollars. And if I get it, I'll finally be able to finish my field research! And there will be an article about me in the ""Paleontology Review""! Yeah! That'll be the first time my name is in there, without people raising serious questions about my work!"
serious,"Well, ok, it's for 25 thousand dollars. And if I get it, I'll finally be able to complete my field research! And there will be  an article about me in the ""Paleontology Review""! Yeah! That'll be  the first time my name is in there, without people raising serious questions about my work!",grave,"Well, ok, it's for 25 thousand dollars. And if I get it, I'll finally be able to complete my field research! And there will be an article about me in the ""Paleontology Review""! Yeah! That'll be the first time my name is in there, without people raising grave questions about my work!"
determine,"So, your ex-boyfriend is gonna determine if your new boyfriend gets this grant? Wow, your new boyfriend is screwed!",decide,"So, your ex-boyfriend is gonna decide if your new boyfriend gets this grant? Wow, your new boyfriend is screwed!"
great,"No, no, we ended up in great terms. I mean, if anything, I think this could help you. You know what? Why don't we all go out to dinner together, and I can introduce you.",grand,"No, no, we ended up in grand terms. I mean, if anything, I think this could help you. You know what? Why don't we all go out to dinner together, and I can introduce you."
serious,Mmh... he does have a pretty serious latex fetish.,grave,Mmh... he does have a pretty grave latex fetish.
hard,"Oh, it's so hard to get rid of stuff! Did   you and Chandler have to make compromises when you first moved in together?",difficult,"Oh, it's so difficult to get rid of stuff! Did you and Chandler have to make compromises when you first moved in together?"
fight,"Well, of course I do. What's not to like! I'll take her in a minute! But, you know, I think that you're giving up too easy, honey. I think that you need to fight for her!",combat,"Well, of course I do. What's not to like! I'll take her in a minute! But, you know, I think that you're giving up too easy, honey. I think that you need to combat for her!"
fight,"Ok, I'll fight for her. Ok! Oh, wait, oh I just realized... if I do that, that means you don't get her.",combat,"Ok, I'll combat for her. Ok! Oh, wait, oh I just realized... if I do that, that means you don't get her."
right,"Joe, I told you, you're just not right for the part.",correct,"Joe, I told you, you're just not correct for the part."
buy,"What do you mean? Rach, don't I seem like a professor you'd buy some kind of e-crap from?",purchase,"What do you mean? Rach, don't I seem like a professor you'd purchase some kind of e-crap from?"
right,"He's not right for the part. So if I suggest him, my bosses are gonna think I'm an idiot! And that's something they should learn on their own!",correct,"He's not correct for the part. So if I suggest him, my bosses are gonna think I'm an idiot! And that's something they should learn on their own!"
chance,I can't believe I'm about to meet Benjamin Hobart. I've always thought of him as one of the people I'd invite to my fantasy dinner party. Do you think there's any chance he'll bring Christie Brinkley or C3PO?,opportunity,I can't believe I'm about to meet Benjamin Hobart. I've always thought of him as one of the people I'd invite to my fantasy dinner party. Do you think there's any opportunity he'll bring Christie Brinkley or C3PO?
funny,"No, but, it's, you know, it's just a funny image, you know, the two of you, in this restaurant, with... tzz-zzz, mmm.",humorous,"No, but, it's, you know, it's just a humorous image, you know, the two of you, in this restaurant, with... tzz-zzz, mmm."
several,"See, there are still several areas that haven't been fully excavated.",few,"See, there are still few areas that haven't been fully excavated."
ask,"The selection committee has chosen the three of you as our finalists today. The ultimate decision will be based upon the answers you give to the questions I ask here. I'm gonna start with Dr. Li. Dr. Li, you claim the field is too reliant on the Linnaean taxonomic system. How do you propose to correct this problem?",inquire,"The selection committee has chosen the three of you as our finalists today. The ultimate decision will be based upon the answers you give to the questions I inquire here. I'm gonna start with Dr. Li. Dr. Li, you claim the field is too reliant on the Linnaean taxonomic system. How do you propose to correct this problem?"
correct,"The selection committee has chosen the three of you as our finalists today. The ultimate decision will be based upon the answers you give to the questions I ask here. I'm gonna start with Dr. Li. Dr. Li, you claim the field is too reliant on the Linnaean taxonomic system. How do you propose to correct this problem?",right,"The selection committee has chosen the three of you as our finalists today. The ultimate decision will be based upon the answers you give to the questions I ask here. I'm gonna start with Dr. Li. Dr. Li, you claim the field is too reliant on the Linnaean taxonomic system. How do you propose to right this problem?"
begin,"Well, I believe that the answers lie in the osteological evidence. I plan to begin there.",commence,"Well, I believe that the answers lie in the osteological evidence. I plan to commence there."
right,"Well, hey! How about right above the TV? . That way, it will be the first thing that you see when you walk in the door!",correct,"Well, hey! How about correct above the TV? . That way, it will be the first thing that you see when you walk in the door!"
ask,"Oh hi! Hello! Uh, have you come to ask me some more paleontology related questions? Uhm... your grandmother's nickname, perhaps?  Aunt Margaret's pants size?",inquire,"Oh hi! Hello! Uh, have you come to inquire me some more paleontology related questions? Uhm... your grandmother's nickname, perhaps? Aunt Margaret's pants size?"
right,"Look, I'm sorry I didn't give them your tape. And I promise, next time to submit you whether I think you are right for the part or not.",correct,"Look, I'm sorry I didn't give them your tape. And I promise, next time to submit you whether I think you are correct for the part or not."
ask,"Really? Is it ethical to ask someone in a grant review, who was the voice of ""Underdog""?",inquire,"Really? Is it ethical to inquire someone in a grant review, who was the voice of ""Underdog""?"
ask,"If you don't believe me, let's go talk to him, okay? I'm telling you, he didn't ask me one paleontological question.",inquire,"If you don't believe me, let's go talk to him, okay? I'm telling you, he didn't inquire me one paleontological question."
